FEATURE_ID|FEATURE_NAME|FEATURE_NAME_OFFICIAL|DATE_CREATED
22591|Oak Spring|Y|06/27/1984
22592|Old Gibson Sawmill (historical)|Y|06/27/1984
22593|Olson Well|Y|06/27/1984
22594|One Eleven Detention Dam|Y|06/27/1984
22595|Oso Largo Dike Dam|Y|06/27/1984
22596|Pace Spring|Y|06/27/1984
22597|Paddys River Two hundred ninety three Trail|Y|06/27/1984
22598|Pancho Tank|Y|06/27/1984
22599|Patterson Spring|Y|06/27/1984
22600|Paymaster Dam|Y|06/27/1984
22601|Peaceful Valley Ranch|Y|06/27/1984
22602|Peach Spring|Y|06/27/1984
22603|Pima City Hall|Y|06/27/1984
22604|Pima Elementary School|Y|06/27/1984
22605|Pima Rural Fire Department|Y|07/13/2011
22605|Pima Fire Station||06/27/1984
22606|Pima High School|Y|06/27/1984
22607|Pima Public Library|Y|06/27/1984
22608|Pima Railroad Station|Y|06/27/1984
22609|Point of Pines Dam|Y|06/27/1984
22610|Powerline Pass|Y|06/27/1984
22611|Powers Garden Ninety Six Trail|Y|06/27/1984
22612|Powers Hill|Y|06/27/1984
22613|Prude Ranch|Y|12/30/2008
22614|Pump Station Dam|Y|06/27/1984
22615|Quarry Reservoir|Y|06/27/1984
22616|Red Seep Spring|Y|06/27/1984
22617|Redtail Dam Tank|Y|06/27/1984
22619|Riggs Flat Campground|Y|06/27/1984
22620|Riggs Flat Dam|Y|03/05/2009
22621|Riggs Reservoir Dam|Y|06/27/1984
22622|Right Prong Fourmile Creek|Y|06/27/1984
22623|Rock Tank|Y|06/27/1984
22624|Rogers Reservoir Dam|Y|06/27/1984
22625|Roper Dam|Y|06/27/1984
22626|Roper Lake|Y|06/27/1984
22627|Round Mountain Tank|Y|06/27/1984
22628|Rubble Dam|Y|06/27/1984
22629|Rubble Number One Dam|Y|06/27/1984
22630|SCS Tank|Y|06/27/1984
22631|Saddle Mountain Tank|Y|06/27/1984
22632|Saddle Tank|Y|06/27/1984
22633|Saddle Tank|Y|06/27/1984
22634|Safford City Hall|Y|06/27/1984
22635|Safford Fire Department|Y|06/27/1984
22636|Safford High School|Y|06/27/1984
22637|Safford Inn Hospital|Y|05/31/2006
22638|Safford Middle School|Y|09/18/2016
22638|Safford Junior High School||06/27/1984
22639|Safford Morence Trail|Y|06/27/1984
22641|Safford City - Graham County Library|Y|07/06/2011
22641|Safford Public Library||06/27/1984
22642|Safford Railroad Station|Y|06/27/1984
22643|Salt Shed Dam|Y|06/27/1984
22644|Sam Simon Barrier Structure Dam|Y|06/27/1984
22644|San Simon Dam||
22645|San Jose Cemetery|Y|06/27/1984
22646|San Simon Dam Drop Structure|Y|06/27/1984
22646|The Fan||
22647|San Simon Peak|Y|06/27/1984
22648|Sand Tank|Y|06/27/1984
22649|Savage Dam|Y|06/27/1984
22650|Sawmill Water Storage Tank|Y|06/27/1984
22651|Section Twenty-eight Tank|Y|06/27/1984
22652|Seven Mile Dam|Y|06/27/1984
22653|Shannon Campground|Y|06/27/1984
22654|Shannon Recreation Area|Y|06/27/1984
22655|Sheriffs Posse Rodeo and Roping Area|Y|06/27/1984
22656|Shingle Mill Mesa Thirty Five Trail|Y|06/27/1984
22657|Slick Rock Detention Dam|Y|06/27/1984
22658|Smith Detention Dam|Y|06/27/1984
22659|Snow Flat Boy Scout Camp|Y|06/27/1984
22660|Soldier Creek Recreation Area|Y|06/27/1984
22661|South Canyon Dam Tank|Y|06/27/1984
22662|South Canyon Tank|Y|06/27/1984
22663|South Field Canyon Tank|Y|06/27/1984
22664|South Goodwin Spring|Y|06/27/1984
22665|South Goodwin Tank|Y|06/27/1984
22666|South Tank|Y|06/27/1984
22667|Southern Tank|Y|06/27/1984
22668|Spar Mine|Y|06/27/1984
22669|Spar Tank|Y|06/27/1984
22670|Walnut Spring|Y|06/27/1984
22671|Spring Canyon Dam Tank|Y|06/27/1984
22672|Spring Trail Spring|Y|06/27/1984
22673|Stanberry Ranch|Y|06/27/1984
22674|Standsbury Ranch|Y|06/27/1984
22675|Stansberry Number Four Tank|Y|06/27/1984
22676|Stansberry Number Three Tank|Y|06/27/1984
22677|Stockton Pass Campground|Y|06/27/1984
22678|Stockton Pass Dam|Y|06/27/1984
22679|Stockton Wash Retarding Dam|Y|06/27/1984
22679|Stockton Wash Dam||
22680|Sunset Valley Ranch|Y|06/27/1984
22681|Sweet Meat Spring Dam|Y|06/27/1984
22682|Talley Spring|Y|06/27/1984
22683|Thatcher City Hall|Y|06/27/1984
22684|Thatcher Elementary School|Y|06/27/1984
22685|Thatcher Fire Department|Y|06/27/1984
22686|Thatcher High School|Y|06/27/1984
22687|Trainer Dam|Y|06/27/1984
22688|Tunnel Spring|Y|06/27/1984
22689|Turkey Mountain|Y|06/27/1984
22689|Turtle Mountain||
22690|Twin Tanks Dam|Y|06/27/1984
22691|University Archeological School|Y|06/27/1984
22692|Upper Goat Camp Spring|Y|06/27/1984
22693|Upper Kelly Spring|Y|06/27/1984
22694|Upper Monk Tank|Y|06/27/1984
22695|Upper Rim Tank|Y|06/27/1984
22696|Upper Ringtail Tank|Y|06/27/1984
22697|Upper Sycamore Spring|Y|06/27/1984
22698|Upper Sycamore Tank|Y|06/27/1984
22699|Van Valer Tank|Y|01/26/2009
22699|Van Valter Tank||01/26/2009
22700|Wash Tank|Y|06/27/1984
22701|Wear Tank|Y|06/27/1984
22702|West Canyon Picnic Grounds|Y|06/27/1984
22703|West Divide Two Hundred Eighty-nine|Y|06/27/1984
22703|Red Field Canyon||
22704|Wet Canyon Campground|Y|06/27/1984
22705|Whalen Cemetery|Y|06/27/1984
22706|Whitlock Detention Dam|Y|06/27/1984
22707|Willow Dam Tank|Y|06/27/1984
22708|Willow Spring|Y|06/27/1984
22709|Willow Spring|Y|06/27/1984
22710|Windy Spring|Y|06/27/1984
22711|Yellow Jacket Dam|Y|06/27/1984
22712|Yuma Wash Reservoir|Y|06/27/1984
22713|Big Tank Detention Dam|Y|06/27/1984
22714|Davis Ranch|Y|06/27/1984
22715|Duncan Valley Cemetery|Y|11/06/2011
22715|Duncan Cemetery||06/27/1984
22716|Duncan Elementary School|Y|06/27/1984
22717|Duncan Municipal Airport (historical)|Y|06/27/1984
22718|Duncan Railroad Station|Y|06/27/1984
22719|Duncan High School|Y|09/17/2016
22719|Duncan Union High School||06/27/1984
22720|Fox Railroad Station|Y|06/27/1984
22721|Fulcher Ranch|Y|06/27/1984
22723|Greenlee County Fairgrounds|Y|06/27/1984
22724|Guthrie Railroad Station|Y|06/27/1984
22725|Lazy B Ranch Airstrip (historical)|Y|06/27/1984
22726|Lop Ear Spring|Y|06/27/1984
22727|Stock Pen Tank|Y|06/27/1984
22728|White Trail Gulch|Y|06/27/1984
22729|York Railroad Station|Y|06/27/1984
22730|Adams Mine|Y|06/27/1984
22731|Ah Villa Park|Y|06/27/1984
22732|Alamo Lake Dam|Y|06/27/1984
22733|Alamo Lake State Park|Y|06/27/1984
22734|Alamo Mine|Y|06/27/1984
22735|Alonah Mine|Y|06/27/1984
22736|Anvil Mountain|Y|06/27/1984
22737|Arizona Agricultural Inspection Station|Y|06/27/1984
22738|Arizona Public Service Salome Substation|Y|06/27/1984
22739|Bernarde Mine|Y|06/27/1984
22740|Big Horn Mine|Y|06/27/1984
22741|Bob Crowder Memorial Dam|Y|06/27/1984
22742|Bouse Airport (historical)|Y|06/27/1984
22743|Bradford Well|Y|06/27/1984
22744|Bradshaw Ferry (historical)|Y|06/27/1984
22744|Bradshaws Ferry||
22744|La Paz Ferry||
22744|Oliva||
22744|Olive City||
22745|Browns Well|Y|06/27/1984
22746|Buckskin Mountain State Park|Y|06/27/1984
22747|Butler Valley Dam|Y|06/27/1984
22748|Carmelita Mines|Y|06/27/1984
22749|Centennial Narrows Dam|Y|06/27/1984
22750|Central Arizona Project Aqueduct|Y|04/18/2006
22751|Cibola National Wildlife Refuge|Y|06/27/1984
22752|Cinnabar Wash|Y|06/27/1984
22753|Colorado River Indian Reservation|Y|06/27/1984
22753|Colorado River Reservation||04/11/2008
22753|Indian Reserve||
22754|Colorado River Water Pollution Control Center|Y|06/27/1984
22755|Cuprite Mine|Y|06/27/1984
22756|Deer Island|Y|06/27/1984
22756|Beaver Island||
22757|Dun Well|Y|06/27/1984
22758|East Quartzsite Interchange|Y|06/27/1984
22759|Four Winds Mine|Y|06/27/1984
22760|Golden Treasure Mine|Y|06/27/1984
22761|Gonzales Well|Y|06/27/1984
22762|Granite Wash|Y|06/27/1984
22763|Gurry Well|Y|06/27/1984
22764|Harcuvar Mountains|Y|06/27/1984
22764|Harquar Mountains||
22764|Huacavah Mountains||
22764|Huacavah||
22765|Harcuvar Railroad Station|Y|06/27/1984
22766|Harrisburg Cemetery|Y|06/27/1984
22767|Havasu Springs Campground|Y|06/27/1984
22768|Jewel Mine|Y|06/27/1984
22769|Jupiter Mine|Y|06/27/1984
22770|Kast Ranch|Y|06/27/1984
22771|La Paz County Courthouse|Y|06/27/1984
22772|Mesquite Well|Y|06/27/1984
22774|Parker City Hall|Y|06/27/1984
22775|Parker High School|Y|06/27/1984
22776|La Paz Regional Hospital|Y|04/11/2011
22776|Parker Hospital||06/27/1984
22777|Parker Municipal Airport (historical)|Y|06/27/1984
22778|Parker Rodeo Grounds|Y|06/27/1984
22779|Pop Harvey Park|Y|06/27/1984
22780|Parker Public Health Services Indian Hospital Colorado River Service Unit|Y|04/11/2011
22780|Public Health Agency Hospital||06/27/1984
22782|Quartzsite Airport (historical)|Y|06/27/1984
22783|Quartzsite Elementary School|Y|06/27/1984
22784|Red Rock Reservoir|Y|06/27/1984
22785|Reed Well|Y|06/27/1984
22786|Salome Airport (historical)|Y|06/27/1984
22787|Salome Elementary School|Y|06/27/1984
22788|Salome Emergency Airfield (historical)|Y|06/27/1984
22789|Salome Railroad Station|Y|06/27/1984
22790|La Paz County Sheriff's Office Substation|Y|10/03/2019
22790|La Paz County Sheriff's Office Salome||03/01/2014
22790|Salome Sheriffs Office||06/27/1984
22791|Santa Maria Mine|Y|06/27/1984
22792|Upper Centennial Control Dam|Y|06/27/1984
22793|Utting Siding Airstrip (historical)|Y|06/27/1984
22794|Vicksburg Railroad Station|Y|06/27/1984
22795|Vinegaron Well|Y|06/27/1984
22796|Wall|Y|06/27/1984
22796|Linskey||
22797|Wenden Airfield (historical)|Y|06/27/1984
22798|Wenden Elementary School|Y|06/27/1984
22799|West Quartzsite Interchange|Y|06/27/1984
22800|Western Park|Y|06/27/1984
22801|Willow Spring|Y|06/27/1984
22802|Alkali Spring|Y|06/27/1984
22803|Alkaline Seep|Y|06/27/1984
22804|Alkaline Seep|Y|06/27/1984
22805|Alva Shelly Reservoir|Y|06/27/1984
22806|Ambush Water Pocket|Y|06/27/1984
22807|Andys Hole|Y|06/27/1984
22808|Antelope Detention Dam|Y|06/27/1984
22809|Antelope Tank|Y|06/27/1984
22810|Antelope Tank|Y|06/27/1984
22811|Antelope Tank|Y|06/27/1984
22812|Antelope Tank|Y|06/27/1984
22813|Antelope Valley Detention Dam|Y|06/27/1984
22814|Arrowhead Spring|Y|06/27/1984
22814|Banegas Spring||
22815|Arrowweed Canyon|Y|06/27/1984
22816|Arrowweed Springs|Y|06/27/1984
22817|B Flat Tank|Y|06/27/1984
22818|Bacon Tank|Y|06/27/1984
22819|Basin Tank|Y|06/27/1984
22820|Baysinger Drain|Y|06/27/1984
22822|Berry Railroad Station|Y|06/27/1984
22823|Big D Reservoir|Y|06/27/1984
22824|Big Dam|Y|06/27/1984
22825|Big Wash Well|Y|06/27/1984
22826|Bishop and Burr Reservoir|Y|06/27/1984
22827|Bitter Creek|Y|06/27/1984
22828|Black Butte|Y|06/27/1984
22829|Black Butte Tank|Y|06/27/1984
22830|Black Canyon|Y|06/27/1984
22831|Black Canyon Spring|Y|06/27/1984
22832|Black Canyon Windmill|Y|06/27/1984
22833|Black Tank|Y|06/27/1984
22834|Black Willow Spring|Y|06/27/1984
22835|Blue Spring|Y|06/27/1984
22836|Blye Tank|Y|06/27/1984
22837|Bonanza Wash|Y|06/27/1984
22838|Boulder Tank|Y|06/27/1984
22839|Box Canyon Wash|Y|06/27/1984
22840|Box Canyon Well|Y|06/27/1984
22841|Broadwater Drain|Y|06/27/1984
22842|Brushy Basin|Y|06/27/1984
22843|Brushy Basin Well|Y|06/27/1984
22844|Bull Spring|Y|06/27/1984
22845|Bullhead City Airport (historical)|Y|06/27/1984
22846|Mountain View Elementary School|Y|04/27/2009
22846|Bullhead City Elementary School||06/27/1984
22847|Bundy Tank|Y|06/27/1984
22848|Burro Cliffs|Y|06/27/1984
22849|Burro Creek Campground|Y|06/27/1984
22850|Burro Mine|Y|06/27/1984
22851|Burro Spring|Y|06/27/1984
22852|Burro and Cottonwood Well|Y|06/27/1984
22853|Butte Tank|Y|06/27/1984
22854|C O D Spring|Y|06/27/1984
22855|C S Canyon|Y|06/27/1984
22856|Cabezas Spring|Y|06/27/1984
22857|Cabin Valley Tank|Y|06/27/1984
22858|Campos Water Spring|Y|06/27/1984
22859|Canyon Viewpoint|Y|06/27/1984
22859|Canyon View Point||
22860|Carl F Well|Y|06/27/1984
22861|Carroll Catchment Tank|Y|06/27/1984
22862|Casa Grande Spring|Y|06/27/1984
22863|Cecil Davis Park|Y|06/27/1984
22864|Cecil Pond|Y|06/27/1984
22865|Cedar Basin|Y|06/27/1984
22866|Cedar Basin Camp|Y|06/27/1984
22867|Cedar Basin Tank|Y|06/27/1984
22868|Cedar Pocket Reservoir|Y|06/27/1984
22869|Cedric Tank|Y|06/27/1984
22870|Cedric Well|Y|06/27/1984
22871|Cement Tank|Y|06/27/1984
22872|Chalk Spring|Y|06/27/1984
22873|Chalk Spring|Y|06/27/1984
22874|Chalk Spring Canyon|Y|06/27/1984
22875|Chefs Pond|Y|06/27/1984
22876|Cherokee Point|Y|06/27/1984
22877|Cherokee Wash|Y|06/27/1984
22878|Chesapeake Drain|Y|06/27/1984
22879|Chic Pond|Y|06/27/1984
22879|Chick Pond||
22880|Childers Well|Y|06/27/1984
22881|Chloride Community Park|Y|06/27/1984
22882|Chloride Elementary School|Y|06/27/1984
22883|Cole Spring|Y|06/27/1984
22884|Colorado City Elementary School (historical)|Y|06/27/1984
22886|Cornwall Basin|Y|06/27/1984
22887|Cornwall Basin Spring|Y|06/27/1984
22888|Cornwall Canyon|Y|06/27/1984
22889|Corral Spring|Y|06/27/1984
22890|Corral Tank|Y|06/27/1984
22891|Coters Tank|Y|06/27/1984
22892|Cottonwood Landing Field (historical)|Y|06/27/1984
22893|Cottonwood Spring|Y|06/27/1984
22894|Cottonwood Spring|Y|06/27/1984
22895|Cox Tank|Y|06/27/1984
22896|Cox-Atkin Tank|Y|06/27/1984
22896|Atkin Tank||
22897|Coyote Spring|Y|06/27/1984
22898|Crosby Detention Dam|Y|06/27/1984
22899|Crosby Reservoir|Y|06/27/1984
22899|Crosby Tank||
22900|Crosby Tank Reservoir|Y|06/27/1984
22901|Crozier Railroad Station|Y|06/27/1984
22902|D-Six Pond|Y|06/27/1984
22902|D-Six Reservoir||
22903|Dam Number One|Y|06/27/1984
22904|Dam Number Two|Y|06/27/1984
22905|Dansil Spring|Y|06/27/1984
22906|Dead Cow Tank|Y|06/27/1984
22907|Deadman Spring|Y|06/27/1984
22908|Deer Canyon Well|Y|06/27/1984
22909|Desert Tank|Y|06/27/1984
22910|Devils Hump|Y|06/27/1984
22911|Devils Hump Tank|Y|06/27/1984
22912|Dike Pond|Y|06/27/1984
22913|Dividing Canyon|Y|06/27/1984
22914|Dolittle Pond|Y|06/27/1984
22915|Driftwood Island|Y|06/27/1984
22916|Driveway Pond|Y|06/27/1984
22917|Dutchman Draw|Y|06/27/1984
22918|Dutchman Flat|Y|06/27/1984
22919|Dutchman Tank|Y|06/27/1984
22920|Dutchman Tank|Y|06/27/1984
22921|Dutchman Tank|Y|06/27/1984
22922|East Ash Creek|Y|06/27/1984
22923|East Fork Sycamore Creek|Y|06/27/1984
22924|East Fork Wright Canyon|Y|06/27/1984
22925|East Jack Tank|Y|06/27/1984
22926|East Kingman Interchange|Y|06/27/1984
22927|Eds Tank|Y|06/27/1984
22928|El Camino Drain|Y|06/27/1984
22929|Elephant Mountain|Y|06/27/1984
22930|Emily Pond|Y|06/27/1984
22931|End Spring|Y|06/27/1984
22932|End Trough|Y|06/27/1984
22933|End Water Corral|Y|06/27/1984
22934|Fall Spring|Y|06/27/1984
22935|Farrel Mountain|Y|06/27/1984
22936|Faught Canyon|Y|06/27/1984
22937|Ferg Pond|Y|06/27/1984
22938|Ferichs Well|Y|06/27/1984
22939|Flamingo Reef|Y|06/27/1984
22940|Flat Top Detention Dam|Y|06/27/1984
22941|Flat Top Tank|Y|06/27/1984
22942|Forbay Bridge|Y|06/27/1984
22943|Force Tank|Y|06/27/1984
22944|Ford Motor Company Automotive Proving Ground Airstrip (historical)|Y|06/27/1984
22945|Fort Mojave|Y|06/27/1984
22945|Camp Colorado||
22945|Camp Mohave||
22945|Camp Mojave||
22945|Fort Mohave||
22946|Francis Creek Camp|Y|06/27/1984
22947|Gardner Reservoir|Y|06/27/1984
22948|Georges Spring|Y|06/27/1984
22949|Getz Railroad Station|Y|06/27/1984
22950|Gnat Tank|Y|06/27/1984
22951|Gneiss Canyon|Y|06/27/1984
22952|Gold Basin|Y|06/27/1984
22953|Golden Key Mine|Y|06/27/1984
22954|Goldwater Tank|Y|06/27/1984
22955|Gonzales Canyon|Y|06/27/1984
22956|Gonzales Spring|Y|06/27/1984
22957|Goodwater Tank|Y|06/27/1984
22958|Gordon Canyon|Y|06/27/1984
22959|Gordon Pond|Y|06/27/1984
22960|Granite State Mine|Y|06/27/1984
22961|Grapevine Tank|Y|06/27/1984
22962|Grapevine Well|Y|06/27/1984
22963|Grassie Point Reservoir|Y|06/27/1984
22964|Gravel Draw Pond|Y|06/27/1984
22965|Greggs Ferry (historical)|Y|06/27/1984
22965|Scanlon Ferry||
22966|Grey Mountain|Y|06/27/1984
22967|Griffith Tank|Y|06/27/1984
22968|Guaranteed Pond|Y|06/27/1984
22969|Gyp Reservoir|Y|06/27/1984
22970|Hackberry Elementary School|Y|06/27/1984
22971|Hackberry Railroad Station|Y|06/27/1984
22972|Haleys Spring|Y|06/27/1984
22973|Haleys Wash|Y|06/27/1984
22974|Hanson Tank|Y|06/27/1984
22975|Hard Pond|Y|06/27/1984
22976|Haulapai Valley Joshua Trees|Y|06/27/1984
22977|Havasu Cove|Y|06/27/1984
22978|Havasupai Elementary School|Y|06/27/1984
22979|Hawk Canyon|Y|06/27/1984
22980|Hay Fever Tank|Y|06/27/1984
22981|Hazen Tank|Y|06/27/1984
22982|Hells Canyon|Y|06/27/1984
22983|Hells Canyon Tank|Y|06/27/1984
22984|Hells Half Acre|Y|06/27/1984
22985|Henifin Well|Y|06/27/1984
22986|Hidden Tank|Y|06/27/1984
22987|Hidden Tank|Y|06/27/1984
22988|Hidden Valley Spring|Y|06/27/1984
22989|Hidden Wash|Y|06/27/1984
22990|High-Lonesome Windmill|Y|06/27/1984
22991|Higley Twin Tanks|Y|06/27/1984
22991|Higley Tank||
22992|Hill Tank|Y|06/27/1984
22993|Hillside Spring|Y|06/27/1984
22994|Hobo Spring|Y|06/27/1984
22995|Hodges Tank|Y|06/27/1984
22996|Hole in the Wall Dropstructure|Y|06/27/1984
22997|Hole-n-Wall Canyon|Y|06/27/1984
22998|Hole-n-Wall Reservoir|Y|06/27/1984
22999|Honeymoon Pack Trail|Y|06/27/1984
23000|Horse Lake|Y|06/27/1984
23001|Horseshoe Tank|Y|06/27/1984
23002|Hot Spring|Y|06/27/1984
23002|Hot Springs||
23003|Hualapai Interchange|Y|06/27/1984
23004|Hy Pond|Y|06/27/1984
23005|Ice House Bend|Y|06/27/1984
23006|Indian Head|Y|06/27/1984
23007|Indian Health Station|Y|06/27/1984
23008|Indian Spring|Y|06/27/1984
23009|Indian Tank|Y|06/27/1984
23010|Island Tank|Y|06/27/1984
23011|Ivanpah Spring Tank|Y|06/27/1984
23012|Iverson Detention Dam|Y|06/27/1984
23013|Iverson Tank|Y|06/27/1984
23014|J W Spendlove Reservoir|Y|06/27/1984
23015|James Well|Y|06/27/1984
23016|Japanese Slough|Y|06/27/1984
23016|Jap Slough||
23017|John Schmutz Tank|Y|06/27/1984
23018|Jones Pond|Y|06/27/1984
23019|Jones Wash|Y|06/27/1984
23020|Jones Well|Y|06/27/1984
23021|Joshua Crosby Dam|Y|06/27/1984
23022|Kaiser Spring|Y|06/27/1984
23023|Kaiser Spring Wash|Y|06/27/1984
23024|Kaiser Wash Spring|Y|06/27/1984
23025|Kellands Pond|Y|06/27/1984
23026|Keller Pond|Y|06/27/1984
23027|Key Mine|Y|06/27/1984
23028|Keyhole Dam|Y|06/27/1984
23029|Kids Camp Wash|Y|06/27/1984
23030|Kimble Canyon|Y|06/27/1984
23031|Kimble Canyon Well|Y|06/27/1984
23032|Kingman Airfield (historical)|Y|06/27/1984
23034|Kingman City Hall|Y|06/27/1984
23035|Kingman High School|Y|06/27/1984
23035|Kingman Union High School||
23036|Kingman Junior High School|Y|06/27/1984
23037|Kingman Railroad Station|Y|06/27/1984
23038|Kirk Pond|Y|06/27/1984
23039|Knight Creek Spring|Y|06/27/1984
23040|Knight Hawk Mine|Y|06/27/1984
23041|La Senita Elementary School|Y|04/27/2009
23041|La Senita School||06/27/1984
23041|La Sonita School||
23042|Lagoon Tank|Y|06/27/1984
23043|Lake Havasu City Airport (historical)|Y|06/27/1984
23044|Lake Havasu High School|Y|04/27/2009
23044|Lake Havasu City High School||06/27/1984
23045|Daytona Middle School|Y|04/27/2009
23045|Lake Havasu Junior High School||06/27/1984
23046|Lake Mohave Ranchos Airport (historical)|Y|06/27/1984
23047|Lake Tank|Y|06/27/1984
23048|Larson Tank|Y|06/27/1984
23049|Larson-Blake Tank|Y|06/27/1984
23050|Lava Cliff|Y|06/27/1984
23051|Ledge Canyon|Y|06/27/1984
23052|Levais Wash|Y|06/27/1984
23053|Lewis Kingman Park|Y|06/27/1984
23054|Lime Kiln Mine|Y|06/27/1984
23055|Limestone Reservoir|Y|06/27/1984
23056|Limestone Spring|Y|06/27/1984
23057|Lion Spring|Y|06/27/1984
23058|Lion Spring|Y|06/27/1984
23059|Lion Tank|Y|06/27/1984
23060|Little Dam North Tank|Y|06/27/1984
23061|Little Main Street Pond|Y|06/27/1984
23062|Little Mesa Tank|Y|06/27/1984
23063|Little Sevy Draw Pond|Y|06/27/1984
23064|Little Tanks|Y|06/27/1984
23065|Long Trough Spring|Y|06/27/1984
23066|Lower Bald Mountain Tank|Y|06/27/1984
23067|Lower Basin|Y|06/27/1984
23068|Lower Cornwall Well|Y|06/27/1984
23069|Lower Simmons Well|Y|06/27/1984
23070|Lower Water Spring|Y|06/27/1984
23071|Lucky Well|Y|06/27/1984
23072|Maggie Dam|Y|06/27/1984
23073|Maggie Tank|Y|06/27/1984
23074|Maggie Well|Y|06/27/1984
23075|Malibu Drain|Y|06/27/1984
23076|Manuel Wash|Y|06/27/1984
23077|Marchant Tank|Y|06/27/1984
23078|McCullan Reservoir|Y|06/27/1984
23078|McCullah Reservoir||
23079|McGee Wash|Y|06/27/1984
23080|Merle Findlay Tank|Y|06/27/1984
23081|Mesa Tank|Y|06/27/1984
23082|Mesquite Springs Campground|Y|06/27/1984
23083|Middle Trough Tank|Y|06/27/1984
23084|Middle Water Spring|Y|06/27/1984
23085|Mohave County Courthouse|Y|06/27/1984
23086|Mohave County Fairgrounds|Y|06/27/1984
23087|Mohave County General Hospital Airfield (historical)|Y|06/27/1984
23088|Mohave County Hospital|Y|06/27/1984
23089|Mohave Tank|Y|06/27/1984
23090|Mohon Canyon|Y|06/27/1984
23091|Mohon Tank|Y|06/27/1984
23092|Mudhole Tank|Y|06/27/1984
23093|Mulberry Drain|Y|06/27/1984
23094|Muley Mountain|Y|06/27/1984
23095|Munds Canyon|Y|06/27/1984
23096|Munds Tank|Y|06/27/1984
23097|Munds Well|Y|06/27/1984
23098|Myron Pond|Y|06/27/1984
23099|Alamo Window|Y|05/13/2010
23099|Natural Arch||06/27/1984
23100|Natural Arch|Y|05/13/2010
23100|Anasazi Arch||05/13/2010
23100|Natural Bridge||06/27/1984
23101|Navajo Pond|Y|06/27/1984
23102|Neal Butler Park|Y|06/27/1984
23103|Neale Mesa|Y|06/27/1984
23104|Negro Ed|Y|06/27/1984
23105|Negro Ed Spring|Y|06/27/1984
23106|Nelson Drain|Y|06/27/1984
23107|Nelson Tank|Y|06/27/1984
23108|New Olea Well|Y|06/27/1984
23109|Nina Pond|Y|06/27/1984
23110|North Blye Tank|Y|06/27/1984
23111|North Burn Spring|Y|06/27/1984
23112|North Tank|Y|06/27/1984
23113|North Well|Y|06/27/1984
23114|Northwater Spring|Y|06/27/1984
23115|Number Five Trough|Y|06/27/1984
23116|Number Five Trough|Y|06/27/1984
23117|Number Five Trough|Y|06/27/1984
23118|Number Four Trough|Y|06/27/1984
23119|Number One Trough Tank|Y|06/27/1984
23120|Number Three Trough|Y|06/27/1984
23121|Number Two Tanks|Y|06/27/1984
23122|Number Two Trough|Y|06/27/1984
23123|Oak Spring|Y|06/27/1984
23124|Oakes Tank|Y|06/27/1984
23125|Old Cofer Headquarters|Y|06/27/1984
23126|Old Miller Tank|Y|06/27/1984
23127|Old Senator Mill (historical)|Y|06/27/1984
23128|Old Trails Park|Y|06/27/1984
23129|Orejana Dam|Y|06/27/1984
23130|Orhando Spring|Y|06/27/1984
23131|Owens Mine|Y|06/27/1984
23132|Paiute Primitive Area|Y|06/27/1984
23133|Pakoon Tank|Y|06/27/1984
23134|Palomino Draw|Y|06/27/1984
23135|Panther Point|Y|06/27/1984
23136|Pasa Robles Well|Y|06/27/1984
23137|Peach Springs Airport (historical)|Y|06/27/1984
23138|Peach Springs Railroad Station|Y|06/27/1984
23139|Peacock Wash|Y|06/27/1984
23140|Penitentiary Mountain|Y|06/27/1984
23141|Penitentiary Spring|Y|06/27/1984
23142|Penitentiary Tanks|Y|06/27/1984
23144|Pine Flat Spring|Y|06/27/1984
23145|Pine Flat Well|Y|06/27/1984
23146|Pipeline Tank|Y|06/27/1984
23147|Playboy Tank|Y|06/27/1984
23148|Pocum Tank|Y|06/27/1984
23149|Pony Mesa|Y|06/27/1984
23150|Pothole Reservoir|Y|06/27/1984
23150|Pot Hole Reservoir||
23151|Powell Railroad Station|Y|06/27/1984
23152|Pyramid Rock|Y|06/27/1984
23153|Rag Canyon|Y|06/27/1984
23154|Raster Wash|Y|06/27/1984
23155|Rattlesnake Reservoir|Y|06/27/1984
23156|Ray Cowden Tank|Y|06/27/1984
23157|Red Canyon|Y|06/27/1984
23157|Pearson Falls Wash||
23158|Red Flat Pond|Y|06/27/1984
23159|Red Knob|Y|06/27/1984
23160|Red Knob Tank|Y|06/27/1984
23161|Red Knob Wells|Y|06/27/1984
23162|Red Rock Tank|Y|06/27/1984
23163|Reeds Reservoir|Y|06/27/1984
23164|Riggs Spring|Y|06/27/1984
23165|Rim Pond|Y|06/27/1984
23166|Rincon Tank|Y|06/27/1984
23167|Rincon Wells|Y|06/27/1984
23168|Road Pond|Y|06/27/1984
23169|Road Pond|Y|06/27/1984
23171|Roadside Tank|Y|06/27/1984
23172|Rock Creek|Y|06/27/1984
23173|Rock Creek Spring|Y|06/27/1984
23174|Rock Crossing Reservoir|Y|06/27/1984
23175|Rock Spring|Y|06/27/1984
23176|Rock Tank|Y|06/27/1984
23177|Rock Tank|Y|06/27/1984
23178|Round Pond|Y|06/27/1984
23179|Rucker Tank|Y|06/27/1984
23180|Rucker Tank|Y|06/27/1984
23181|Ruth Cowden Well|Y|06/27/1984
23182|Short Creek Reservoir Number Two Dam|Y|06/27/1984
