FEATURE_ID|FEATURE_NAME|FEATURE_NAME_OFFICIAL|DATE_CREATED
56710|Valley View Cemetery|Y|
56711|Ramsey Cemetery|Y|
56712|Gilliam Cemetery|Y|
56713|Stroud Cemetery|Y|
56714|Pleasant Hill Cemetery|Y|
56715|Pleasant Hill Church|Y|
56716|Kingdom Hall|Y|
56717|Full Gospel Lighthouse|Y|
56718|Valley View Church|Y|
56719|Heartsill Creek|Y|
56720|Hester Creek|Y|
56721|Bell Park|Y|
56722|Bear Hollow|Y|
56723|Gentry Cemetery|Y|
56724|Rena|Y|
56725|Dobbs Cemetery|Y|
56726|Furry Community Church|Y|
56727|Plainview Church|Y|
56728|Victory Temple|Y|
56729|Liberty Church|Y|
56730|Old Concord Cemetery|Y|
56731|Byers Cemetery|Y|
56732|Vista Church|Y|
56733|Hillcrest Church|Y|
56734|Stevenson Cemetery|Y|
56735|Van Buren High School|Y|
56736|Van Buren Municipal Park|Y|
56737|Van Buren School|Y|
56738|Twin City Airport (historical)|Y|
56739|Flat Rock Creek|Y|
56740|Holy Cross Cemetery|Y|
56741|Washington Cemetery|Y|
56742|Crow Hill Cemetery|Y|
56743|West Arkansas Church|Y|
56744|Baptist Health - Van Buren Hospital|Y|03/11/2020
56744|Crawford County Hospital||07/17/2007
56744|Summit Medical Center||07/17/2007
56744|Van Buren Memorial Hospital||07/17/2007
56745|Myer School|Y|
56746|Van Buren Junior High School|Y|
56747|Van Buren Middle School|Y|
56748|Alma Church|Y|
56749|Harris Cemetery|Y|
56750|Nelson Cemetery|Y|
56751|Dyer Cemetery|Y|
56752|Twelve Corner Cemetery|Y|
56753|Campground Church|Y|
56754|Gospel Lighthouse Church|Y|
56755|Island Cemetery|Y|
56756|Saint Mathew Church|Y|
56757|Real Cemetery|Y|
56758|Jones Cemetery|Y|
56759|Carnis Auburn Road Cemetery|Y|
56760|William Teague Cemetery|Y|
56761|William Teague Cemetery|Y|
56762|Oak Valley Cemetery|Y|
56763|Ward Cemetery|Y|
56764|Speegle Cemetery|Y|
56765|Center Valley Cemetery|Y|
56766|Inoian Cemetery|Y|
56767|Hill Cemetery|Y|
56768|Measles Memorial Cemetery|Y|
56770|Post School|Y|
56771|Mc Allister Cemetery|Y|
56772|Chaffin Junior High School|Y|
56773|Barling City Hall|Y|
56774|Barling Cemetery|Y|
56775|White and Shelby Cemetery|Y|
56776|Springhill Park|Y|
56777|Barling School|Y|
56778|Fort Chaffee Landing Strip (historical)|Y|
56779|Fort Chaffee Control Tower|Y|
56780|Ben Geren Regional Park|Y|
56781|Wisely Cemetery|Y|
56782|Laura A Nolan Cemetery|Y|
56783|Saint Marys Cemetery|Y|
56784|Howard Hill Church|Y|
56785|Mc Coy Cemetery|Y|
56786|Steep Hill Cemetery|Y|
56787|Crescent|Y|
56788|Vaenita Cemetery|Y|
56789|Old Union Cemetery|Y|
56790|Amity Church|Y|
56791|Old Hickory Cemetery|Y|
56792|Lamont|Y|
56793|Smithton|Y|
56794|Jenny Lind|Y|
56795|North Fordyce|Y|
56796|Hot Springs National Park|Y|
56797|Caney Creek|Y|
56797|Coney Creek||
56798|Simpson Slough|Y|
56799|Beaver Bayou Ditch|Y|04/30/1980
56799|Beaver Bayou||
56800|Ferguson Valley|Y|04/30/1980
56801|Macey|Y|
56801|Macy Store||
56801|Macy||
56802|Chinquapin Cemetery|Y|
56802|Barren Fork Cemetery||
56803|Belleview School (historical)|Y|04/30/1980
56804|Cedar Grove School (historical)|Y|04/30/1980
56805|Center Hall School (historical)|Y|04/30/1980
56805|Center Hill School||
56806|Chinquapin School (historical)|Y|04/30/1980
56807|Dry Fork Dota Creek|Y|04/30/1980
56807|Dry Fork Creek||
56807|Dry Fork||
56808|Ruddell Hill Cemetery|Y|
56808|Dry Run Cemetery||
56809|Dry Run School (historical)|Y|04/30/1980
56810|Earnhearts Ferry (historical)|Y|01/03/2006
56811|Huff Church (historical)|Y|04/30/1980
56812|Independence School (historical)|Y|04/30/1980
56813|Lafferty School (historical)|Y|04/30/1980
56814|Lees Chapel Cemetery|Y|
56814|Lee Chapel Cemetery||
56815|Macedonia School (historical)|Y|04/30/1980
56816|Martin Mines|Y|04/30/1980
56817|Miller-Rhinehart Washer (historical)|Y|04/30/1980
56818|Moser Cemetery|Y|
56818|Mosier||
56819|Moser Hollow|Y|
56819|Mosier Hollow||
56820|Mount Etna School (historical)|Y|04/30/1980
56821|Spring Mill Church|Y|
56821|Mount Zion Church||
56822|Mountain Spring School (historical)|Y|04/30/1980
56823|Mountain Springs School (historical)|Y|04/30/1980
56824|New Hope School (historical)|Y|04/30/1980
56825|O'Neal School (historical)|Y|04/30/1980
56826|Oak Grove School (historical)|Y|04/30/1980
56827|Painters Bluff|Y|
56827|Painter Bluff||
56827|Penters Bluff||
56828|Pleasant Valley Cemetery|Y|
56828|Pleasant Valley Cemeteries||
56829|Reobeth Cemetery|Y|
56829|Rehoboth Cemetery||
56830|Ruddell School (historical)|Y|04/30/1980
56831|Scheid Quarry|Y|04/30/1980
56832|Cave Creek Church of God|Y|
56832|Smith Chapel||
56833|Weavers Chapel|Y|
56833|Weaver Chapel||
56834|Webber Chapel School (historical)|Y|04/30/1980
56835|Wood Cemetery|Y|
56835|Woods Cemetery||
56836|Willis Cemetery|Y|
56837|Weavers Cemetery|Y|
56838|Winkle Cemetery|Y|
56839|Morrilton|Y|
56839|Lewisburg||
56839|Morrillton||
56840|Chinn Cemetery|Y|
56841|Belleview Cemetery|Y|
56842|Greenfield Cemetery|Y|
56844|James Cemetery|Y|
56845|University of Arkansas Experimental Farm|Y|
56846|Liberty Temple|Y|
56847|Ruddell Hill|Y|
56848|Old Ruddell Hill Cemetery|Y|
56849|Landmark Baptist Church|Y|
56850|Landmark Baptist Academy|Y|
56851|Community School|Y|
56852|White River Medical Center|Y|07/17/2007
56852|White River Health System||07/17/2007
56853|Batesville Water Carnival Stadium|Y|
56854|Southerland Park Golf Course|Y|
56855|Batesville Country Club|Y|
56856|Original Campus Arkansas College (historical)|Y|
56857|Bone Cave Hollow|Y|
56858|Kennedy Park|Y|
56859|Riverside Park|Y|
56860|Independence County Fairgrounds|Y|
56862|Duncan Cemetery|Y|
56863|Claxton Cemetery|Y|
56864|Big Spring|Y|
56865|Rudell School (historical)|Y|
56866|North Heights Church of Christ|Y|
56867|Friendship Baptist Church|Y|
56868|North Arkansas Christian School|Y|
56869|Greenbrier Bottoms|Y|
56870|Stark Cemetery|Y|
56871|Lyon College|Y|01/30/2013
56871|Arkansas College||
56872|Havison Cemetery|Y|
56873|Batesville Senior High School|Y|
56874|Batesville Junior High School|Y|
56875|Gateway Vocational-Technical School|Y|
56876|Hope Lutheran Church|Y|
56877|Mount Zion Cemetery|Y|
56878|Corinth Church of God|Y|
56879|Christian Golden Rule Church|Y|
56880|Weaver's Cemetery|Y|
56881|Northside Fire Department|Y|
56882|Liberty Cemetery|Y|
56883|Lindsey Cemetery|Y|
56884|Martin Public Access|Y|
56885|Pilgrims Rest Cemetery|Y|
56886|Reeds Chapel|Y|
56887|York Cemetery|Y|
56888|Melrose Fire Department|Y|
56889|Independence Church Camp|Y|
56890|Campground Cemetery|Y|
56891|Chinquapin Church|Y|
56892|Arkansas Sheriffs Boys Ranch|Y|
56893|Walls Bottom|Y|
56894|Macedonia Church|Y|
56896|Spring Valley Ranch Landing Strip (historical)|Y|
56897|Izard County Christian School|Y|
56898|Hassel Cemetery|Y|
56899|Lafferty Community Church|Y|
56900|Mount Pleasant Public Schools|Y|
56901|Sandy Bayou|Y|
56901|Plum Point Bayou||
56902|Beardon Mountain|Y|
56902|Bearden Mountain||
56902|Buck Mountain||
56903|Rock House Hollow|Y|
56903|Bob Bates Fork||
56903|Granny Gap Hollow||
56904|Aa Junction|Y|04/30/1980
56905|Alread|Y|04/30/1980
56906|Appleby|Y|04/30/1980
56907|Applegate Ford|Y|04/30/1980
56908|Arbor Grove|Y|04/30/1980
56909|Arcadia|Y|04/30/1980
56910|Arlberg|Y|04/30/1980
56911|Austin|Y|04/30/1980
56912|Avilla|Y|04/30/1980
56913|Azor|Y|04/30/1980
56914|Baker Ford|Y|04/30/1980
56915|Shady Grove|Y|04/30/1980
56915|Ballards Store||
56916|Barfield|Y|04/30/1980
56917|Barham|Y|04/30/1980
56918|Barrentine Corner|Y|04/30/1980
56919|Bayless|Y|04/30/1980
56920|Beasley|Y|04/30/1980
56921|Beaty|Y|04/30/1980
56922|Beck|Y|04/30/1980
56923|Becton|Y|04/30/1980
56924|Belcher|Y|04/30/1980
56925|Belfast|Y|04/30/1980
56926|Belk Corner|Y|04/30/1980
56927|Berea|Y|04/30/1980
56928|Beryl|Y|04/30/1980
56929|Bethel|Y|04/30/1980
56930|Birdell|Y|04/30/1980
56931|Black Oak|Y|04/30/1980
56932|Blackjack Corner|Y|04/30/1980
56933|Blue Bayou|Y|04/30/1980
56934|Boggy|Y|04/30/1980
56935|Booker|Y|04/30/1980
56936|Bowen|Y|04/30/1980
56937|Brakebill|Y|04/30/1980
56938|Branchville|Y|04/30/1980
56939|Brandon|Y|04/30/1980
56940|Brister|Y|04/30/1980
56941|Brittain|Y|04/30/1980
56942|Brush Creek|Y|04/30/1980
56942|Lucian||
56943|Buckeye|Y|04/30/1980
56944|Burnt Hill|Y|04/30/1980
56945|Burton|Y|04/30/1980
56946|Cairo|Y|04/30/1980
56947|Calmer|Y|04/30/1980
56948|Calumet|Y|04/30/1980
56949|Calvin|Y|04/30/1980
56950|Campbell|Y|04/30/1980
56950|Cambell||
56951|Caney|Y|04/30/1980
56952|Carmel|Y|04/30/1980
56953|Cedar Creek|Y|04/30/1980
56954|Center Valley|Y|04/30/1980
56955|Centerville|Y|04/30/1980
56956|Centerville|Y|04/30/1980
56957|Chambersville|Y|04/30/1980
56958|Childers|Y|04/30/1980
56959|Chismville|Y|04/30/1980
56960|Claude|Y|04/30/1980
56961|Clear Lake Junction|Y|04/30/1980
56962|Clipper|Y|04/30/1980
56963|Cloar|Y|04/30/1980
56964|Coffman|Y|04/30/1980
56965|Cole Ridge|Y|04/30/1980
56966|Coleman|Y|04/30/1980
56966|Colemans||
56967|Conant|Y|04/30/1980
56968|Cooney|Y|04/30/1980
56969|Corinth|Y|04/30/1980
56971|Cornie|Y|04/30/1980
56972|Cottonwood Corner|Y|04/30/1980
56972|Hancock||
56973|Cowlingsville|Y|04/30/1980
56974|Cricket|Y|04/22/2009
56974|Cricket Station||04/22/2009
56974|Crickett Station||04/22/2009
56975|Cross Lanes|Y|04/30/1980
56976|Cross Roads|Y|04/30/1980
56977|Cross Roads|Y|04/30/1980
56978|Cross Roads|Y|04/30/1980
56979|Cummings Springs|Y|04/30/1980
56980|Cypress Corner|Y|04/30/1980
56981|Cypress Valley|Y|04/22/2009
56981|Cypress||04/22/2009
56982|Dagmar|Y|04/30/1980
56983|Dave|Y|04/30/1980
56984|Davis Ford|Y|04/30/1980
56985|Day|Y|04/30/1980
56986|Deep Elm|Y|04/30/1980
56987|Delmar|Y|04/30/1980
56988|Delta|Y|04/30/1980
56989|Dexter|Y|04/30/1980
56990|Dobbs Landing|Y|04/30/1980
56991|Dodson|Y|04/30/1980
56992|Dogwood|Y|04/30/1980
56993|Donnick|Y|04/30/1980
56994|Dooley|Y|04/30/1980
56995|Dota|Y|04/30/1980
56996|Dotson|Y|04/30/1980
56997|Doylestown|Y|04/30/1980
56998|Dunlap|Y|04/30/1980
56999|Ebenezer|Y|04/30/1980
57000|Edwards|Y|04/30/1980
57001|Eglantine|Y|04/30/1980
57002|Elgin|Y|04/30/1980
57003|Elmo|Y|04/30/1980
57004|Elnora|Y|04/30/1980
57005|Emmons|Y|04/30/1980
57006|English Place|Y|04/30/1980
57007|Fairbanks|Y|04/30/1980
57008|Fairfield|Y|04/30/1980
57009|Farelly Lake|Y|04/30/1980
57010|Farindale|Y|04/30/1980
57011|Farmville|Y|04/30/1980
57012|Feenyville|Y|04/30/1980
57013|Ferda|Y|04/30/1980
57014|Ferguson Landing|Y|04/30/1980
57015|Flag|Y|04/30/1980
57016|Florence|Y|04/30/1980
57017|Formosa|Y|04/30/1980
57018|Forrest Bonner|Y|04/30/1980
57019|Forty Four|Y|04/30/1980
57020|Free Hope|Y|04/30/1980
57021|Fresno|Y|04/30/1980
57022|Friendship|Y|04/30/1980
57023|Friendship|Y|04/30/1980
57024|Frisco|Y|04/30/1980
57025|Fryatt|Y|04/30/1980
57026|Gainsboro|Y|04/30/1980
57027|Galloway|Y|04/30/1980
57028|Garlandville|Y|04/30/1980
57029|Garrett Grove|Y|04/30/1980
57029|Garret Grove||
57030|Gavin|Y|04/30/1980
57031|Gid|Y|04/30/1980
57032|Glencoe|Y|04/30/1980
57033|Gobbler|Y|04/30/1980
57034|Goodman|Y|04/30/1980
57035|Grants|Y|04/30/1980
57036|Grapevine|Y|04/30/1980
57037|Gravel Junction|Y|04/30/1980
57038|Graysonia|Y|04/30/1980
57039|Greenwood|Y|04/30/1980
57040|Hagler|Y|04/30/1980
57041|Halfway|Y|04/30/1980
57042|Hallsville|Y|04/30/1980
57042|Halls||
57042|Hans||
57043|Hamil|Y|04/30/1980
57044|Hamilton|Y|04/30/1980
57044|Melba||
57045|Hamiter|Y|04/30/1980
57046|Happy|Y|04/30/1980
57047|Harmony|Y|04/30/1980
57048|Harmony|Y|04/30/1980
57049|Harness|Y|04/30/1980
57050|Haroldton|Y|04/30/1980
57051|Harwood|Y|04/30/1980
57052|Hayley|Y|04/30/1980
57053|Heart|Y|04/30/1980
57054|Heelstring|Y|04/30/1980
57055|Heffington|Y|04/30/1980
57056|Herbert|Y|04/30/1980
57057|Hervey|Y|04/30/1980
57058|Hill Creek|Y|04/30/1980
57059|Hinkle|Y|04/30/1980
57060|Holla Bend|Y|04/30/1980
57061|Holland|Y|04/30/1980
57062|Homan|Y|04/30/1980
57063|Hopeville|Y|04/30/1980
57064|Hortons Landing|Y|04/30/1980
57065|Hoyt|Y|04/30/1980
57066|Huffman|Y|04/30/1980
57067|Irma|Y|04/30/1980
57068|Ivy|Y|04/30/1980
57069|Jacinto|Y|04/30/1980
57070|Johnstown|Y|04/30/1980
57071|Johnsville|Y|04/30/1980
57072|Joyce City|Y|04/30/1980
57073|Kansas|Y|04/30/1980
57074|Kay|Y|04/30/1980
57075|Kellum|Y|04/30/1980
57076|Kerlin|Y|04/30/1980
57077|Kiblah|Y|04/30/1980
57078|Killin|Y|04/30/1980
57079|Kittlers|Y|04/30/1980
57080|Kizer|Y|04/30/1980
57081|Knoxville Junction|Y|04/30/1980
57082|Kress City|Y|04/30/1980
57083|Lakeside|Y|04/30/1980
57084|Lakeway|Y|04/30/1980
57085|Lanark|Y|04/30/1980
57086|Lanty|Y|04/30/1980
57087|Lauratown|Y|04/30/1980
57088|Ledwidge|Y|04/30/1980
57089|Lenox|Y|04/30/1980
57090|Lester Junction|Y|04/30/1980
57091|Letchworth|Y|04/30/1980
57092|Lexa Junction|Y|04/30/1980
57093|Little Bay|Y|04/30/1980
57094|Lone Grove|Y|04/30/1980
57095|Lone Star|Y|04/30/1980
57096|Long|Y|04/30/1980
57097|Lost Corner|Y|04/30/1980
57098|Love Creek|Y|04/30/1980
57099|Lundsford Corner|Y|04/30/1980
57100|Lutherville|Y|04/30/1980
57101|Lydesdale|Y|04/30/1980
57102|Macon|Y|04/30/1980
57103|Madding|Y|04/30/1980
57104|Majors|Y|04/30/1980
57105|Marysville|Y|04/30/1980
57106|Mayfield|Y|04/30/1980
57107|Mayton|Y|04/30/1980
57108|Mayview|Y|04/30/1980
57109|McFadden|Y|04/30/1980
57110|McKinney|Y|04/30/1980
57111|McKinney|Y|04/30/1980
57112|Meridian|Y|04/30/1980
57113|Meroney|Y|04/30/1980
57114|Metalton|Y|04/30/1980
57115|Meto|Y|04/30/1980
57116|Midway|Y|04/30/1980
57117|Midway|Y|04/30/1980
57118|Milford|Y|04/30/1980
57119|Millers Crossing|Y|04/30/1980
57120|Millerville|Y|04/30/1980
57121|Millville|Y|04/30/1980
57122|Millwood|Y|04/30/1980
57123|Milo|Y|04/30/1980
57124|Minorca|Y|04/30/1980
57124|Minorea||
57125|Mitchell Corner|Y|04/30/1980
57126|Moko|Y|04/30/1980
57127|Morris|Y|04/30/1980
57128|Mount Moriah|Y|04/30/1980
57129|Mount Olive|Y|04/30/1980
57130|Mount Olive|Y|04/30/1980
57131|Mount Pleasant|Y|04/30/1980
57132|Mount Vernon|Y|04/30/1980
57133|Mozart|Y|04/30/1980
57134|Nasco|Y|04/30/1980
57135|Needmore|Y|04/30/1980
57136|New Hope|Y|04/30/1980
57137|Nogal|Y|04/30/1980
57138|North Bingen|Y|04/30/1980
57139|O'Donnell Bend|Y|04/30/1980
57139|O'Donald Bend Community||
57139|O'Donald Bend||
57139|O'Donnel Landing||
57139|O'Donnel's Landing||03/22/2011
57139|O'Donnell's Landing||03/22/2011
57139|Odonnell Bend||
57140|Oak Grove|Y|04/30/1980
57141|Old Lapile|Y|04/30/1980
57142|Opal|Y|04/30/1980
57143|Orlando|Y|04/30/1980
57144|Orton|Y|04/30/1980
57145|Ott|Y|03/08/2007
57146|Otto|Y|04/30/1980
57147|Owens|Y|04/30/1980
57148|Pankov|Y|04/30/1980
57149|Pansy|Y|04/30/1980
57150|Parkers Corner|Y|04/30/1980
57151|Parma|Y|04/30/1980
57152|Paroquet|Y|04/30/1980
57153|Pastoria|Y|04/30/1980
57154|Paup|Y|04/30/1980
57155|Pettus|Y|04/30/1980
57156|Plainfield|Y|04/30/1980
57157|Plantersville|Y|04/30/1980
57158|Pleasant Hill|Y|04/30/1980
57159|Pleasant Ridge|Y|04/30/1980
57160|Pleasant Valley|Y|04/30/1980
57161|Poping|Y|04/30/1980
57162|Poplar Corner|Y|04/30/1980
57163|Prairie Landing|Y|04/30/1980
57164|Prosperity|Y|04/30/1980
57165|Rea Valley|Y|04/30/1980
57165|Onset||
57166|Red Oak|Y|04/30/1980
57167|Red Springs|Y|04/30/1980
57168|Ritchie|Y|04/30/1980
57169|Roark|Y|04/30/1980
57170|Rockhouse|Y|04/30/1980
57171|Rocky Mound|Y|04/30/1980
57172|Rosa|Y|04/30/1980
57173|Roseville|Y|04/30/1980
57174|Rush|Y|04/30/1980
57175|Rye|Y|04/30/1980
57176|Saginaw|Y|04/30/1980
57177|Saint Vincent|Y|04/30/1980
57178|Salem|Y|04/30/1980
57179|Sayre|Y|04/30/1980
57180|Scipio|Y|04/30/1980
57181|Screeton|Y|04/30/1980
57182|Seba|Y|04/30/1980
57183|Self|Y|04/30/1980
57184|Selma|Y|04/30/1980
57185|Shady Grove|Y|04/30/1980
57186|Shady Grove|Y|04/30/1980
57187|Sheppard Point|Y|04/30/1980
57188|Shiloh|Y|04/30/1980
57189|Shuler|Y|04/30/1980
57190|Siedenstricker|Y|04/30/1980
57191|Simmons|Y|04/30/1980
57192|Skaggs|Y|04/30/1980
57193|Sorrells|Y|04/30/1980
57194|Sprudel|Y|04/30/1980
57195|Stimson|Y|04/30/1980
57196|Stuart|Y|04/30/1980
57197|Sulphur Springs|Y|04/30/1980
57197|Union City||
57198|Summerville Ford|Y|04/30/1980
57199|Sumpter|Y|04/30/1980
57200|Sunshine|Y|04/30/1980
57201|Sweden|Y|04/30/1980
57202|Sycamore|Y|04/30/1980
57203|Tates Bluff|Y|04/30/1980
57204|Temperanceville|Y|04/30/1980
57205|Thiel|Y|04/30/1980
57206|Thomasville|Y|04/30/1980
57207|Thompson|Y|04/30/1980
57208|Tide Water|Y|04/30/1980
57209|Toad Suck|Y|04/30/1980
57210|Toledo|Y|04/30/1980
57211|Tollville|Y|04/30/1980
57212|Tomahawk|Y|04/30/1980
57213|Trace|Y|04/30/1980
57214|Trafalgar|Y|04/30/1980
57215|Turkey|Y|04/30/1980
57216|Tuttle|Y|04/30/1980
57217|Urbanette|Y|04/30/1980
57218|Vaden|Y|04/30/1980
57219|Van|Y|04/30/1980
57220|Varner|Y|04/30/1980
57221|Vick|Y|04/30/1980
57222|Vidette|Y|04/30/1980
57223|Village Junction|Y|04/30/1980
57224|Vineyard|Y|04/30/1980
57225|Vinity Corner|Y|04/30/1980
57225|Ranes||
57225|Vanity Corner||
57226|Walker|Y|04/30/1980
57227|Walkerville|Y|04/30/1980
57228|Walnut Corner|Y|04/30/1980
57229|Walnut Grove|Y|04/30/1980
57230|Walnut Ridge|Y|04/30/1980
57230|Amber||
57230|Amper||
57231|Warner|Y|04/30/1980
57232|Waterloo|Y|04/30/1980
57233|Wave|Y|04/30/1980
57234|Westville|Y|04/30/1980
57235|Whitehall|Y|04/30/1980
57236|Winington|Y|04/30/1980
57237|Witherspoon|Y|04/30/1980
57238|Wrights Corner|Y|04/30/1980
57239|Wye|Y|04/30/1980
57240|Wyman|Y|04/30/1980
57241|Wyola|Y|04/30/1980
57242|Yancopin|Y|04/30/1980
57243|Youngstown|Y|04/30/1980
57244|Yukon|Y|04/30/1980
57244|Yukon Spur||
57245|Fourmile Hill|Y|04/30/1980
57246|Wilson Hill|Y|04/30/1980
57247|Ada|Y|04/30/1980
57248|Adeline Hill|Y|04/30/1980
57249|Adler Hill|Y|04/30/1980
57250|Aetna|Y|04/30/1980
57251|Airport Village|Y|04/30/1980
57252|Alabam|Y|04/30/1980
57253|Alco Mountain|Y|04/30/1980
57254|Alexander|Y|04/30/1980
57255|Alexander Hill|Y|04/30/1980
57256|Alexander Mountain|Y|04/30/1980
57257|Algoa|Y|04/30/1980
57258|Allen Hill|Y|04/30/1980
57259|Allendale|Y|04/30/1980
57260|Almond|Y|04/30/1980
57261|Alto|Y|04/30/1980
57262|Amagon|Y|04/30/1980
57263|Amanca|Y|04/30/1980
57264|Ames|Y|04/30/1980
57265|Anderson Tully|Y|04/30/1980
57266|Andrews|Y|04/30/1980
57267|Andrews Landing|Y|04/30/1980
57268|Angora Mountain|Y|04/30/1980
57269|Annieville|Y|04/30/1980
57270|Ant Mountain|Y|04/30/1980
57271|Antioch|Y|04/30/1980
57272|Antioch|Y|04/30/1980
57273|Antioch|Y|04/30/1980
57274|Apalco|Y|04/30/1980
57275|Apple Hill|Y|04/30/1980
57276|Apt|Y|04/30/1980
57278|Armorel|Y|04/30/1980
57279|Arms Mountain|Y|04/30/1980
57280|Armstrong|Y|04/30/1980
57281|Arnett|Y|04/30/1980
57282|Artesian|Y|04/30/1980
57283|Ashlock Hill|Y|04/30/1980
57284|Ashworth Hill|Y|04/30/1980
57285|Athelstan|Y|04/30/1980
57286|Atlanta|Y|04/30/1980
57287|Attica|Y|04/30/1980
57288|Attica Hill|Y|04/30/1980
57289|Atwood|Y|04/30/1980
57290|Aubrey|Y|04/30/1980
57291|Augsburg|Y|04/30/1980
57292|Aunt Lucy Hill|Y|04/30/1980
57293|Aurelle|Y|04/30/1980
57293|Aurella||
57294|Aurora|Y|04/30/1980
57295|Auvergne|Y|04/30/1980
57296|Avery|Y|04/30/1980
57297|B B Junction|Y|04/30/1980
57298|Bailey|Y|04/30/1980
57299|Bailey Lake Hill|Y|04/30/1980
57300|Bailey Mountain|Y|04/30/1980
57301|Baker|Y|04/30/1980
57302|Baker|Y|04/30/1980
57303|Baker Den Hill|Y|04/30/1980
57304|Baker Hill|Y|04/30/1980
57305|Baker Hollow|Y|04/30/1980
57306|Balch|Y|04/30/1980
57307|Bald Hill|Y|04/30/1980
57308|Bald Hill|Y|04/30/1980
57309|Bald Hill|Y|04/30/1980
57310|Bald Jesse|Y|04/30/1980
57311|Bald Knob|Y|04/30/1980
57312|Bald Knob|Y|04/30/1980
57313|Bald Knob|Y|04/30/1980
57314|Bald Knob|Y|04/30/1980
57315|Bald Knob|Y|04/30/1980
57316|Bald Mountain|Y|04/30/1980
57317|Baldwin|Y|04/30/1980
57318|Baldwin Hill|Y|04/30/1980
57319|Ballard|Y|04/30/1980
57320|Ballard Hill|Y|04/30/1980
57321|Ballard Landing|Y|04/30/1980
57322|Band Mill|Y|04/30/1980
57323|Bangs Landing|Y|04/30/1980
57324|Banner|Y|04/30/1980
57325|Banner Mountain|Y|04/30/1980
57326|Barber|Y|04/30/1980
57327|Bard|Y|04/30/1980
57328|Bardstown|Y|04/30/1980
57329|Barkada|Y|04/30/1980
57330|Barling|Y|04/30/1980
57331|Barney|Y|04/30/1980
57332|Barringer|Y|04/30/1980
57333|Barson|Y|04/30/1980
57334|Barton|Y|04/30/1980
57335|Base Line|Y|04/30/1980
57336|Bashe|Y|04/30/1980
57337|Bassett|Y|04/30/1980
57338|Bat Knob Hill|Y|04/30/1980
57339|Batavia|Y|04/30/1980
57340|Batesville Mountain|Y|04/30/1980
57341|Battlefield|Y|04/30/1980
57342|Bauxite|Y|04/30/1980
57343|Bauxite Junction|Y|04/30/1980
57344|Bayou Mountain|Y|04/30/1980
57345|Beacon Addition|Y|04/30/1980
57346|Bear Creek Springs|Y|04/30/1980
57346|Francis||
57347|Bear Den Mountain|Y|04/30/1980
57348|Bear Mountain|Y|04/30/1980
57349|Beard Hill|Y|04/30/1980
57350|Beaton|Y|04/30/1980
57351|Beaver|Y|04/30/1980
57352|Beaver Shores|Y|04/30/1980
57353|Beech Grove|Y|04/30/1980
57354|Bell City|Y|04/30/1980
57355|Bell Hill|Y|04/30/1980
57356|Bellville|Y|04/30/1980
57357|Belview|Y|04/30/1980
57358|Bengel|Y|04/30/1980
57359|Benson Mountain|Y|04/30/1980
57360|Benzal|Y|04/30/1980
57361|Berger|Y|04/30/1980
57362|Bernice|Y|04/30/1980
57363|Bertig|Y|04/30/1980
57364|Bethel|Y|04/30/1980
57365|Bethel|Y|04/30/1980
57366|Bethel|Y|04/30/1980
57367|Bethesda|Y|04/30/1980
57368|Bethlehem|Y|04/30/1980
57369|Bettis Mountain|Y|04/30/1980
57370|Beulah Island Landing|Y|04/30/1980
57371|Bexar|Y|04/30/1980
57372|Biddle|Y|04/30/1980
57373|Big Hill|Y|04/30/1980
57374|Big Lick Hill|Y|04/30/1980
57375|Big Rock|Y|04/30/1980
57376|Big Rock Hill|Y|04/30/1980
57377|Big Rock Mountain|Y|04/30/1980
57378|Biggers Hill|Y|04/30/1980
57379|Biggs Landing|Y|04/30/1980
57380|Bingen|Y|04/30/1980
57381|Birdsong Mountain|Y|04/30/1980
57382|Birdtown|Y|04/30/1980
57383|Bismarck|Y|04/30/1980
57384|Black Cat Landing|Y|04/30/1980
57385|Black Diamond|Y|04/30/1980
57386|Black Jack Mountain|Y|04/30/1980
57387|Blackjack Knob|Y|04/30/1980
57388|Blacklick Mountain|Y|04/30/1980
57389|Blackville|Y|04/30/1980
57389|Blacksville||
57390|Blaney Hill|Y|04/30/1980
57391|Blanton|Y|04/30/1980
57392|Bliss Mountain|Y|04/30/1980
57393|Blockade Hill|Y|04/30/1980
57394|Bloomer|Y|04/30/1980
57395|Bloomfield|Y|04/30/1980
57396|Blowout Mountain|Y|04/30/1980
57397|Blue Hill|Y|04/30/1980
57398|Blue Hill|Y|04/30/1980
57399|Blue Mountain Knob|Y|04/30/1980
57400|Bluff Field Mountain|Y|04/30/1980
57401|Bluff Mountain|Y|04/30/1980
57402|Blytheville|Y|04/30/1980
57403|Boat Mountain|Y|04/30/1980
57404|Bohannan Mountain|Y|04/30/1980
57405|Bolding|Y|04/30/1980
57406|Bonanza|Y|04/30/1980
57407|Bone Hill|Y|04/30/1980
57408|Bono|Y|04/30/1980
57409|Booker|Y|04/30/1980
57410|Boone|Y|04/30/1980
57411|Booneville Mountain|Y|04/30/1980
57412|Booster|Y|04/30/1980
57413|Boswell|Y|04/30/1980
57414|Botkinburg|Y|04/30/1980
57415|Bowman|Y|04/30/1980
57416|Bowman|Y|04/30/1980
57417|Bowman Hill|Y|04/30/1980
57418|Box Springs|Y|04/30/1980
57419|Boyce Hill|Y|04/30/1980
