"Name","AltName","OrigName","County1","County2","County3","State","Established","Continuous","Discontinued","StampIndex","ID","OrigCounty","GNIS.Name","GNIS.County","GNIS.State","GNIS.FEATURE_ID","GNIS.Feature.Class","GNIS.OrigName","GNIS.OrigCounty","GNIS.Latitude","GNIS.Longitude","GNIS.ELEV_IN_M","GNIS.ELEV_IN_FT","GNIS.Match","GNIS.Dist"
"NEWBURGH",NA,"NEWBURGH","JEFFERSON",NA,NA,"KY","1839",FALSE,"1879","5",102318,"Jefferson","NEWBURG","JEFFERSON","KY","499419","Populated Place","Newburg","Jefferson","38.1600687","-85.659682","148","486",TRUE,0.875
"NEWHOPE",NA,"NEWHOPE","IREDELL",NA,NA,"NC","1894",TRUE,"1955","1",102362,"Iredell","NEW HOPE","IREDELL","NC","1001735","Populated Place","New Hope (historical)","Iredell","35.9429109","-81.0059106","343","1125",TRUE,0.857142857142857
"NIMISILA",NA,"NIMISILA","SUMMIT",NA,NA,"OH","1825",TRUE,"1907","3",102560,"Summit","NIMISILIA","SUMMIT","OH","1061466","Populated Place","Nimisilia","Summit","40.9370004","-81.5692874","334","1096",TRUE,0.875
"NIVUM",NA,"NIVUM","MADISON",NA,NA,"VA","1893",TRUE,"1951","1",102603,"Madison","NOVUM","MADISON","VA","1493361","Populated Place","Novum","Madison","38.4837369","-78.1894454","171","561",TRUE,0.8
"NIXCORNER",NA,"NIXCORNER","EAU CLAIRE",NA,NA,"WI","1888",TRUE,"1903","5",102604,"Eau Claire","NIX CORNER","EAU CLAIRE","WI","1846716","Populated Place","Nix Corner","Eau Claire","44.6466285","-91.3471019","325","1066",TRUE,0.888888888888889
"NOLEN",NA,"NOLEN","HARDIN",NA,NA,"KY","1836",TRUE,"1859","3",102676,"Hardin","NOLIN","HARDIN","KY","499509","Populated Place","Nolin","Hardin","37.5611712","-85.9027413","209","686",TRUE,0.8
"NOLTING",NA,"NOLTING","WASHINGTON",NA,NA,"IL","1893",TRUE,"1918","3",102678,"Washington","NOLTINGS","WASHINGTON","IL","423025","Populated Place","Noltings","Washington","38.4878272","-89.1992411","139","456",TRUE,0.857142857142857
"NORTH  RED WING",NA,"NORTH  RED WING","PIERCE",NA,NA,"WI","1945",TRUE,"1945","2",102773,"Pierce","NORTH RED WING","PIERCE","WI","1570487","Populated Place","North Red Wing","Pierce","44.5771898","-92.5476909","207","679",TRUE,0.933333333333333
"NORTH CARBON",NA,"NORTH CARBON","KANAWHA",NA,NA,"WV","1904",FALSE,"1909","5",102830,"Kanawha","SOUTH CARBON","KANAWHA","WV","1554070","Populated Place","South Carbon","Kanawha","38.0195522","-81.4062212","372","1220",TRUE,0.833333333333333
"NORTH MENOMONEE",NA,"NORTH MENOMONEE","DUNN",NA,NA,"WI","1888",TRUE,"1905","5",102927,"Dunn","NORTH MENOMONIE","DUNN","WI","1570467","Populated Place","North Menomonie","Dunn","44.8977406","-91.9318429","267","876",TRUE,0.933333333333333
"NORTHKEYS",NA,"NORTHKEYS","PRINCE GEORGE'S",NA,NA,"MD","1873",TRUE,"1918","3",103053,"Prince Georges","NORTH KEYS","PRINCE GEORGE'S","MD","597820","Populated Place","North Keys","Prince George's","38.7078944","-76.7671907","46","151",TRUE,0.888888888888889
"NULLS MILLS",NA,"NULLS MILLS","FAYETTE",NA,NA,"IN","1848",TRUE,"1864","7",103196,"Fayette","NULL'S MILLS","FAYETTE","IN","440365","Populated Place","Null's Mills","Fayette","39.5797706","-85.1582968","235","771",TRUE,0.909090909090909
"NUNNS",NA,"NUNNS","CRITTENDEN",NA,NA,"KY","1896",TRUE,"1896","7",103214,"Crittenden","NUNN","CRITTENDEN","KY","508725","Populated Place","Nunn","Crittenden","37.4275482","-87.9700215","114","374",TRUE,0.8
"NUTBRUSH",NA,"NUTBRUSH","LUNENBURG",NA,NA,"VA","1883",FALSE,"1952","1",103222,"Lunenburg","NUTBUSH","LUNENBURG","VA","1496025","Populated Place","Nutbush","Lunenburg","37.0448748","-78.2763854","183","600",TRUE,0.875
"NUTTALLBURG","NUTTALLBURGH","NUTTALLBURG(H)","FAYETTE",NA,NA,"WV","1875",TRUE,"1955","1",103227,"Fayette","NUTTALBURG","FAYETTE","WV","1556160","Populated Place","Nuttalburg (historical)","Fayette","38.0501114","-81.0403776","297","974",TRUE,0.909090909090909
"NUTTSVILLE",NA,"NUTTSVILLE","ADAIR",NA,NA,"KY","1836",TRUE,"1840","8",103234,"Adair","NEATSVILLE","ADAIR","KY","508677","Populated Place","Neatsville","Adair","37.1972904","-85.125513","215","705",TRUE,0.8
"OAK HILL",NA,"OAK HILL","LAKE",NA,NA,"IL","1848",TRUE,"1859","5",103310,"Lake","PARK HILL","LAKE","IL","2037948","Populated Place","Park Hill","Lake","42.1575252","-88.0959098","264","866",TRUE,0.75
"OAK TREE",NA,"OAK TREE","YORK",NA,NA,"VA","1886",TRUE,"1912","4",103368,"York","OAKTREE","YORK","VA","1499815","Populated Place","Oaktree","York","37.3334791","-76.7046795","24","79",TRUE,0.875
"OAKLAND MILLS",NA,"OAKLAND MILLS","ANNE ARUNDEL",NA,NA,"MD","1821",TRUE,"1841","7",103450,"Anne Arundel","OAKLAND HILL","ANNE ARUNDEL","MD","1710916","Populated Place","Oakland Hill","Anne Arundel","39.0462219","-76.4707941","31","102",TRUE,0.846153846153846
"OAKLAWN",NA,"OAKLAWN","CABARRUS",NA,NA,"NC","1849",TRUE,"1866","7",103456,"Cabarrus","OAK LAWN","CABARRUS","NC","1001182","Populated Place","Oak Lawn (historical)","Cabarrus","35.4895821","-80.7684051","240","787",TRUE,0.857142857142857
"OBAL",NA,"OBAL","GALLIA",NA,NA,"OH","1890",FALSE,"1905","3",103538,"Gallia","OBAD","GALLIA","OH","1067563","Populated Place","Obad (historical)","Gallia","38.9625765","-82.3745988","195","640",TRUE,0.75
"OCEOLA",NA,"OCEOLA","STARK",NA,NA,"IL","1852",TRUE,"1878","4",103581,"Stark","OSCEOLA","STARK","IL","415191","Populated Place","Osceola","Stark","41.2130928","-89.7798241","237","778",TRUE,0.833333333333333
"OFFEN",NA,"OFFEN","WILKES",NA,NA,"NC","1916",TRUE,"1935","2",103664,"Wilkes","OFFER","WILKES","NC","1960010","Populated Place","Offer (historical)","Wilkes","36.2929101","-81.0598029","384","1260",TRUE,0.8
"OFFUTT'S CROSS ROADS","OFFUTTS CROSS ROADS","OFFUTT'S CROSS ROADS","MONTGOMERY",NA,NA,"MD","1865",FALSE,"1880","7",103669,"Montgomery","OFFUTT'S CROSSROADS","MONTGOMERY","MD","591056","Populated Place","Offutt's Crossroads","Montgomery","39.0181651","-77.2085914","110","361",TRUE,0.95
"OHIO",NA,"OHIO","HAMILTON",NA,NA,"IN","1854",TRUE,"1858","9",103718,"Hamilton","OLIO","HAMILTON","IN","1964869","Populated Place","Olio","Hamilton","39.9714271","-85.9210928","254","833",TRUE,0.75
"OIL CENTRE",NA,"OIL CENTRE","PULASKI",NA,NA,"KY","1891",TRUE,"1893","2",103733,"Pulaski","OIL CENTER","PULASKI","KY","508735","Populated Place","Oil Center","Pulaski","37.1059094","-84.7068881","236","774",TRUE,0.8
"OKAW",NA,"OKAW","WASHINGTON",NA,NA,"IL","1836",FALSE,"1872","3",103760,"Washington","OKAU","WASHINGTON","IL","414980","Populated Place","Okau","Washington","38.4342164","-89.5503676","135","443",TRUE,0.75
"OKEEFE",NA,"OKEEFE","MINGO",NA,NA,"WV","1888",FALSE,"1951","1",103765,"Mingo","OKEEFFE","MINGO","WV","1549654","Populated Place","Okeeffe","Mingo","37.5373302","-82.062627","237","778",TRUE,0.833333333333333
"OLD DUQUOIN",NA,"OLD DUQUOIN","PERRY",NA,NA,"IL","1877",TRUE,"1889","6",103798,"Perry","OLD DU QUOIN","PERRY","IL","415014","Populated Place","Old Du Quoin","Perry","37.9750503","-89.183136","135","443",TRUE,0.909090909090909
"OLIVE  BRANCH",NA,"OLIVE  BRANCH","UNION",NA,NA,"NC","1855",FALSE,"1910","4",103914,"Union","OLIVE BRANCH","UNION","NC","991633","Populated Place","Olive Branch","Union","35.1040386","-80.3211743","147","482",TRUE,0.923076923076923
"OLIVE  HILL",NA,"OLIVE  HILL","PERSON",NA,NA,"NC","1846",FALSE,"1904","5",103915,"Person","OLIVE HILL","PERSON","NC","991643","Populated Place","Olive Hill","Person","36.4245848","-79.0494567","203","666",TRUE,0.909090909090909
"OLMSTED",NA,"OLMSTED","MCDOWELL",NA,NA,"WV","1903",TRUE,"1915","4",103963,"McDowell","OLMSTEAD","MCDOWELL","WV","1555027","Populated Place","Olmstead","McDowell","37.4287249","-81.5514949","405","1329",TRUE,0.857142857142857
"OQUAWAKA JUNCTION",NA,"OQUAWAKA JUNCTION","HENDERSON",NA,NA,"IL","1859",TRUE,"1861","7",104121,"Henderson","OQUAWKA JUNCTION","HENDERSON","IL","409047","Populated Place","Oquawka Junction","Henderson","40.864483","-90.9612528","167","548",TRUE,0.941176470588235
"ORANGEBURGH",NA,"ORANGEBURGH","MASON",NA,NA,"KY","1850",TRUE,"1892","4",104168,"Mason","ORANGEBURG","MASON","KY","499971","Populated Place","Orangeburg","Mason","38.5675756","-83.6888071","236","774",TRUE,0.909090909090909
"ORDSBUGH","ORDSBURGH","ORDSBU(R)GH","BRUNSWICK",NA,NA,"VA","1883",TRUE,"1914","4",104204,"Brunswick","ORDSBURG","BRUNSWICK","VA","1477595","Populated Place","Ordsburg","Brunswick","36.9504266","-77.8752762","112","367",TRUE,0.75
"ORGANSPRING",NA,"ORGANSPRING","WASHINGTON",NA,NA,"IN","1858",TRUE,"1901","4",104240,"Washington","ORGAN SPRING","WASHINGTON","IN","440697","Populated Place","Organ Spring","Washington","38.4767263","-86.1647003","194","636",TRUE,0.909090909090909
"ORRVILLE",NA,"ORRVILLE","MECKLENBURG",NA,NA,"NC","1833",TRUE,"1866","7",104344,"Mecklenburg","ORVILLE","MECKLENBURG","NC","1001356","Populated Place","Orville (historical)","Mecklenburg","35.1762559","-80.6256235","232","761",TRUE,0.875
"OSBURNE'S","OSBURNES","OSBURNE'S","CHESTERFIELD",NA,NA,"VA","1805",TRUE,"1808","9",104395,"Chesterfield","OSBORNES","CHESTERFIELD","VA","1760109","Populated Place","Osbornes (historical)","Chesterfield","37.3445931","-77.3691476","40","131",TRUE,0.777777777777778
"OTTAWA CENTRE",NA,"OTTAWA CENTRE","OTTAWA",NA,NA,"MI","1853",TRUE,"1862","7",104543,"Ottawa","OTTAWA CENTER","OTTAWA","MI","634169","Populated Place","Ottawa Center","Ottawa","43.029466","-86.0311579","195","640",TRUE,0.846153846153846
"OTTER MILLS",NA,"OTTER MILLS","MECKLENBURG",NA,NA,"VA","1903",TRUE,"1910","4",104567,"Mecklenburg","OTTO MILLS","MECKLENBURG","VA","1500851","Populated Place","Otto Mills","Mecklenburg","36.8006997","-78.169442","75","246",TRUE,0.818181818181818
"OZEANNA",NA,"OZEANNA","ESSEX",NA,NA,"VA","1881",TRUE,"1961","1",104784,"Essex","OZEANA","ESSEX","VA","1493387","Populated Place","Ozeana","Essex","37.8251383","-76.8013503","39","128",TRUE,0.857142857142857
"PACE",NA,"PACE","HALIFAX",NA,NA,"VA","1882",TRUE,"1965","1",104787,"Halifax","PACES","HALIFAX","VA","1477603","Populated Place","Paces","Halifax","36.6454161","-79.098626","108","354",TRUE,0.75
"PAIRS STORE",NA,"PAIRS STORE","GREENSVILLE",NA,NA,"VA","1917",TRUE,"1947","1",104889,"Greensville","PARIS STORE","GREENSVILLE","VA","1501017","Populated Place","Paris Store","Greensville","36.6168158","-77.701096","59","194",TRUE,0.818181818181818
"PALOALTO",NA,"PALOALTO","ONSLOW",NA,NA,"NC","1850",FALSE,"1902","5",104980,"Onslow","PALO ALTO","ONSLOW","NC","1021787","Populated Place","Palo Alto","Onslow","34.802105","-77.2180097","8","26",TRUE,0.875
"PAMUNKY",NA,"PAMUNKY","HANOVER",NA,NA,"VA","1880",TRUE,"1880","9",104999,"Hanover","PAMUNKEY","HANOVER","VA","1748919","Populated Place","Pamunkey (historical)","Hanover","37.6693099","-77.2041419","14","46",TRUE,0.857142857142857
"PARK HILL",NA,"PARK HILL","BURKE",NA,NA,"NC","1877",TRUE,"1880","8",105137,"Burke","PARKHILL","BURKE","NC","1021814","Populated Place","Parkhill","Burke","35.7137386","-81.7995446","381","1250",TRUE,0.888888888888889
"PARKERS MILLS",NA,"PARKERS MILLS","RITCHIE",NA,NA,"WV","1871",TRUE,"1877","7",105162,"Ritchie","PARKERS MILL","RITCHIE","WV","1555422","Populated Place","Parkers Mill","Ritchie","39.1873045","-80.9498305","264","866",TRUE,0.923076923076923
"PARKERSVILLE",NA,"PARKERSVILLE","JEFFERSON",NA,NA,"IN","1870",TRUE,"1870","9",105173,"Jefferson","BARBERSVILLE","JEFFERSON","IN","430483","Populated Place","Barbersville","Jefferson","38.9058906","-85.2807908","274","899",TRUE,0.833333333333333
"PARKEWOOD",NA,"PARKEWOOD","MOORE",NA,NA,"NC","1884",TRUE,"1911","4",105176,"Moore","PARKWOOD","MOORE","NC","1021820","Populated Place","Parkwood","Moore","35.4287602","-79.4930812","134","440",TRUE,0.888888888888889
"PARKISON",NA,"PARKISON","WELLS",NA,NA,"IN","1882",TRUE,"1884","7",105185,"Wells","PARKINSON","WELLS","IN","437335","Populated Place","Parkinson","Wells","40.8300472","-85.1771926","260","853",TRUE,0.875
"PASKIN",NA,"PASKIN","BARRON",NA,NA,"WI","1889",TRUE,"1917","4",105283,"Barron","POSKIN","BARRON","WI","1571817","Populated Place","Poskin","Barron","45.4091244","-91.9615663","364","1194",TRUE,0.833333333333333
"PASSAPANTANZY",NA,"PASSAPANTANZY","KING GEORGE",NA,NA,"VA","1884",TRUE,"1940","2",105291,"King George","PASSAPATANZY","KING GEORGE","VA","1497075","Populated Place","Passapatanzy","King George","38.2973496","-77.3141477","57","187",TRUE,0.923076923076923
"PASSAPANTASY",NA,"PASSAPANTASY","KING GEORGE",NA,NA,"VA","1871",FALSE,"1884","3",105292,"King George","PASSAPATANSY","KING GEORGE","VA","1497075","Populated Place","Passapatansy","King George","38.2973496","-77.3141477","57","187",TRUE,0.833333333333333
"PATON",NA,"PATON","WABASH",NA,NA,"IL","1874",TRUE,"1885","4",105318,"Wabash","PATTON","WABASH","IL","415449","Populated Place","Patton","Wabash","38.4769918","-87.7536396","126","413",TRUE,0.8
"PATTONSBURGH",NA,"PATTONSBURGH","BOTETOURT",NA,NA,"VA","1805",TRUE,"1849","4",105370,"Botetourt","PATTONSBURG","BOTETOURT","VA","1492652","Populated Place","Pattonsburg","Botetourt","37.5273566","-79.6797614","259","850",TRUE,0.916666666666667
"PAW PAW GROVE",NA,"PAW PAW GROVE","LEE",NA,NA,"IL","1836",TRUE,"1883","2",105413,"Lee","AW PAW GROVE","LEE","IL","415463","Populated Place","aw Paw Grove","Lee","41.688919","-88.9811987","287","942",TRUE,0.923076923076923
"PEA PATCH",NA,"PEA PATCH","BUCHANAN",NA,NA,"VA","1874",FALSE,"1939","2",105466,"Buchanan","PEAPATCH","BUCHANAN","VA","1493406","Populated Place","Peapatch","Buchanan","37.2840017","-81.7884461","867","2844",TRUE,0.888888888888889
"PEACH TREE",NA,"PEACH TREE","CHEROKEE",NA,NA,"NC","1839",FALSE,"1907","5",105485,"Cherokee","PEACHTREE","CHEROKEE","NC","1014285","Populated Place","Peachtree","Cherokee","35.0939746","-83.9426826","518","1699",TRUE,0.9
"PEARIDGE",NA,"PEARIDGE","POLK",NA,NA,"NC","1892",FALSE,"1908","6",105514,"Polk","PEA RIDGE","POLK","NC","1021840","Populated Place","Pea Ridge","Polk","35.3217842","-82.0984436","319","1047",TRUE,0.875
"PEATVILLE",NA,"PEATVILLE","DANE",NA,NA,"WI","1856",TRUE,"1862","7",105552,"Dane","DEANVILLE","DANE","WI","1563788","Populated Place","Deanville","Dane","43.1816612","-89.1034449","268","879",TRUE,0.777777777777778
"PEDLARS CREEK",NA,"PEDLARS CREEK","IOWA",NA,NA,"WI","1843",TRUE,"1845","8",105582,"Iowa","PEDDLERS CREEK","IOWA","WI","1568132","Populated Place","Peddlers Creek","Iowa","42.9177726","-90.2734579","342","1122",TRUE,0.846153846153846
"PEDLARS RUN",NA,"PEDLARS RUN","MONONGALIA",NA,NA,"WV","1874",TRUE,"1895","5",105584,"Monongalia","PEDLAR RUN","MONONGALIA","WV","1537682","Populated Place","Pedlar Run","Monongalia","39.6800801","-80.1072906","300","984",TRUE,0.909090909090909
"PEE DEE",NA,"PEE DEE","CHRISTIAN",NA,NA,"KY","1876",TRUE,"1909","3",105590,"Christian","PEEDEE","CHRISTIAN","KY","508793","Populated Place","Peedee","Christian","36.7586591","-87.6655702","158","518",TRUE,0.857142857142857
"PEIFFERS CROSS ROADS",NA,"PEIFFERS CROSS ROADS","KNOX",NA,NA,"OH","1835",TRUE,"1836","8",105623,"Knox","PFIFERS CROSS ROADS","KNOX","OH","1064905","Populated Place","Pfifers Cross Roads","Knox","40.5367288","-82.3001614","318","1043",TRUE,0.9
"PEIRCEVILLE",NA,"PEIRCEVILLE","DANE",NA,NA,"WI","1849",FALSE,"1896","6",105624,"Dane","PIERCEVILLE","DANE","WI","1571357","Populated Place","Pierceville","Dane","43.1358289","-89.1531688","292","958",TRUE,0.818181818181818
"PELIVILLE",NA,"PELIVILLE","HANCOCK",NA,NA,"KY","1868",TRUE,NA,"0",105650,"Hancock","PELLVILLE","HANCOCK","KY","500366","Populated Place","Pellville","Hancock","37.7522749","-86.8136005","168","551",TRUE,0.888888888888889
"PEMPERTON",NA,"PEMPERTON","GOOCHLAND",NA,NA,"VA","1842",FALSE,"1972","1",105678,"Goochland","PEMBERTON","GOOCHLAND","VA","1493410","Populated Place","Pemberton","Goochland","37.6745906","-78.0847216","58","190",TRUE,0.888888888888889
"PENNBROOKE",NA,"PENNBROOKE","FAYETTE",NA,NA,"WV","1906",TRUE,"1911","4",105727,"Fayette","PENNBROOK","FAYETTE","WV","1556173","Populated Place","Pennbrook (historical)","Fayette","37.9659466","-81.0200976","314","1030",TRUE,0.9
"PERNELL",NA,"PERNELL","WAKE",NA,NA,"NC","1885",TRUE,"1904","5",105863,"Wake","PURNELL","WAKE","NC","1024240","Populated Place","Purnell","Wake","36.0120945","-78.5533346","143","469",TRUE,0.857142857142857
"PERRYBURG","PERRYBURGH","PERRYBURG(H)","MIAMI",NA,NA,"IN","1838",TRUE,"1907","4",105892,"Miami","PERRYSBURG","MIAMI","IN","449708","Populated Place","Perrysburg","Miami","40.8978196","-86.1494403","253","830",TRUE,0.888888888888889
"PERSINGER RUN",NA,"PERSINGER RUN","NICHOLAS",NA,NA,"WV","1873",TRUE,"1876","7",105918,"Nicholas","PERSINGER'S RUN","NICHOLAS","WV","1544737","Populated Place","Persinger's Run","Nicholas","38.3220539","-80.7520404","607","1991",TRUE,0.846153846153846
"PETERCREEK",NA,"PETERCREEK","BARREN",NA,NA,"KY","1894",TRUE,"1935","2",105945,"Barren","PETER CREEK","BARREN","KY","508807","Populated Place","Peter Creek","Barren","36.8450509","-85.9791465","197","646",TRUE,0.9
"PETERVILLE",NA,"PETERVILLE","WAUPACA",NA,NA,"WI","1882",TRUE,"1891","6",105986,"Waupaca","PETERSVILLE","WAUPACA","WI","1850537","Populated Place","Petersville (historical)","Waupaca","44.5383098","-89.1834449","301","988",TRUE,0.9
"PHYFERS CROSS ROADS",NA,"PHYFERS CROSS ROADS","KNOX",NA,NA,"OH","1826",TRUE,"1831","7",106138,"Knox","PFIFERS CROSS ROADS","KNOX","OH","1064905","Populated Place","Pfifers Cross Roads","Knox","40.5367288","-82.3001614","318","1043",TRUE,0.894736842105263
"PICKARD'S MILLS","PICKARDS MILLS","PICKARD'S MILLS","CLINTON",NA,NA,"IN","1873",TRUE,"1895","5",106151,"Clinton","PICKARD'S MILL","CLINTON","IN","441098","Populated Place","Pickard's Mill","Clinton","40.2230924","-86.2613844","283","928",TRUE,0.933333333333333
"PIKERUN",NA,"PIKERUN","VINTON",NA,NA,"OH","1880",TRUE,"1909","3",106277,"Vinton","PIKE RUN","VINTON","OH","1064913","Populated Place","Pike Run","Vinton","39.3533991","-82.7229468","204","669",TRUE,0.857142857142857
"PILOT CENTRE",NA,"PILOT CENTRE","KANKAKEE",NA,NA,"IL","1870",TRUE,"1879","5",106309,"Kankakee","PILOT CENTER","KANKAKEE","IL","1810673","Populated Place","Pilot Center (historical)","Kankakee","41.0575321","-88.0758811","202","663",TRUE,0.833333333333333
"PIN HOOK",NA,"PIN HOOK","LAWRENCE",NA,NA,"IN","1852",FALSE,"1904","4",106331,"Lawrence","PINHOOK","LAWRENCE","IN","441169","Populated Place","Pinhook","Lawrence","38.8153301","-86.356377","209","686",TRUE,0.875
"PINEY BEACH",NA,"PINEY BEACH","NORFOLK","CHESAPEAKE",NA,"VA","1902",TRUE,"1904","6",106483,"Norfolk","PINE BEACH","NORFOLK","VA","1497232","Populated Place","Pine Beach (historical)","Norfolk (city)","36.9501474","-76.3279984","2","7",TRUE,0.909090909090909
"PINY GREEN",NA,"PINY GREEN","ONSLOW",NA,NA,"NC","1849",TRUE,"1866","7",106533,"Onslow","PINEY GREEN","ONSLOW","NC","992330","Populated Place","Piney Green","Onslow","34.7159959","-77.3202363","12","39",TRUE,0.9
"PIVOT",NA,"PIVOT","CECIL",NA,NA,"MD","1892",FALSE,"1907","7",106636,"Cecil","PILOT","CECIL","MD","591006","Populated Place","Pilot","Cecil","39.7039951","-76.2013431","128","420",TRUE,0.8
"PLAINE",NA,"PLAINE","WAYNE",NA,NA,"OH","1826",TRUE,"1828","8",106648,"Wayne","PLAIN","WAYNE","OH","1056357","Populated Place","Plain","Wayne","40.8017237","-82.0229259","346","1135",TRUE,0.833333333333333
"PLATT",NA,"PLATT","WHITESIDE",NA,NA,"IL","1870",TRUE,"1891","6",106711,"Whiteside","PRATT","WHITESIDE","IL","1824080","Populated Place","Pratt (historical)","Whiteside","41.6911414","-89.997339","181","594",TRUE,0.8
"PLATTSBURG",NA,"PLATTSBURG","RIPLEY",NA,NA,"IN","1849",TRUE,"1857","8",106718,"Ripley","PRATTSBURG","RIPLEY","IN","449039","Populated Place","Prattsburg","Ripley","39.1617201","-85.1880149","297","974",TRUE,0.9
"PLATTSBURGH",NA,"PLATTSBURGH","WASHINGTON",NA,NA,"IN","1844",TRUE,"1845","9",106720,"Washington","PLATTSBURG","WASHINGTON","IN","441230","Populated Place","Plattsburg","Washington","38.7195001","-86.0897011","263","863",TRUE,0.909090909090909
"PLEASANT PLAIN",NA,"PLEASANT PLAIN","COLUMBUS",NA,NA,"NC","1856",TRUE,"1861","8",106806,"Columbus","PLEASANT PLAINS","COLUMBUS","NC","1022011","Populated Place","Pleasant Plains","Columbus","34.2443354","-78.680849","17","56",TRUE,0.928571428571429
"PLEASANTVALLEY",NA,"PLEASANTVALLEY","NICHOLAS",NA,NA,"KY","1895",TRUE,"1943","1",106893,"Nicholas","PLEASANT VALLEY","NICHOLAS","KY","508836","Populated Place","Pleasant Valley","Nicholas","38.3792424","-83.9379801","219","718",TRUE,0.928571428571429
"PLUMTREE",NA,"PLUMTREE","HUNTINGTON",NA,NA,"IN","1876",TRUE,"1904","4",106961,"Huntington","PLUM TREE","HUNTINGTON","IN","441372","Populated Place","Plum Tree","Huntington","40.742268","-85.3924729","260","853",TRUE,0.875
"POINT BAUSSE",NA,"POINT BAUSSE","WOOD",NA,NA,"WI","1845",TRUE,"1850","8",107027,"Wood","POINT BASSE","WOOD","WI","1570148","Populated Place","Point Basse","Wood","44.3124644","-89.9042937","290","951",TRUE,0.916666666666667
"POINT PLEASANT",NA,"POINT PLEASANT","MARTIN",NA,NA,"IN","1823",FALSE,"1830","7",107059,"Martin","MOUNT PLEASANT","MARTIN","IN","439638","Populated Place","Mount Pleasant","Martin","38.651995","-86.8922239","181","594",TRUE,0.857142857142857
"POINT PLEASANT",NA,"POINT PLEASANT","RANDOLPH",NA,NA,"IN","1854",TRUE,"1855","9",107061,"Randolph","MOUNT PLEASANT","RANDOLPH","IN","449733","Populated Place","Mount Pleasant","Randolph","40.0919902","-84.96302","363","1191",TRUE,0.857142857142857
"POLENS MILLS",NA,"POLENS MILLS","VINTON",NA,NA,"OH","1840",TRUE,"1852","7",107097,"Vinton","BOLENS MILLS","VINTON","OH","1070685","Populated Place","Bolens Mills","Vinton","39.2309059","-82.2848722","206","676",TRUE,0.916666666666667
"PONOULISE",NA,"PONOULISE","LORAIN",NA,NA,"OH","1837",TRUE,"1837","9",107205,"Lorain","PONOISLISE","LORAIN","OH","1064946","Populated Place","Ponoislise","Lorain","41.2681067","-82.3021062","259","850",TRUE,0.777777777777778
"PORT GIBSON",NA,"PORT GIBSON","GIBSON",NA,NA,"IN","1852",TRUE,"1863","7",107341,"Gibson","FORT GIBSON","GIBSON","IN","452145","Populated Place","Fort Gibson (historical)","Gibson","38.2772671","-87.5077977","128","420",TRUE,0.909090909090909
